uniqueid,deviceid,date,starttime,endtime,lat,lon,altitude,precision,grid,photo,severity,estpop,pointofinterest
50887882,357083077030414,3/25/2019,2019-03-25T15:23:31.737+02,2019-03-25T15:24:52.697+02,-19.729065,33.94029,235.6,4.5,E2,1553520280285.jpg,No / Minor,None,None
50888501,357083077030414,3/25/2019,2019-03-25T15:03:26.643+02,2019-03-25T15:04:13.231+02,-19.82992,34.2487116666667,222.9,4.8,E4,1553519028216.jpg,No / Minor,Less than 100,None
50888570,357083077030414,3/25/2019,2019-03-25T15:04:20.413+02,2019-03-25T15:06:42.446+02,-19.7869466666667,34.2139366666667,193.5,5.5,E3,1553519176840.jpg,Of concern,Less than 100,School
50888631,357083077030414,3/25/2019,2019-03-25T15:25:01.601+02,2019-03-25T15:27:08.294+02,-19.76901,33.8886866666667,240.6,6.4,E2,1553520410407.jpg,No / Minor,Less than 100,House(s)
50888755,357083077030414,3/25/2019,2019-03-25T15:27:30.137+02,2019-03-25T15:28:34.532+02,-19.76763,33.85051,169.1,5.8,E2,1553520498888.jpg,No / Minor,None,Bridge
50889354,357083077030414,3/25/2019,2019-03-25T15:29:47.292+02,2019-03-25T15:31:05.688+02,-19.7825383333333,33.8489483333333,195.8,4.9,E2,1553520643055.jpg,Of concern,Less than 100,None
50889490,357083077030414,3/25/2019,2019-03-25T15:31:13.827+02,2019-03-25T15:32:39.879+02,-19.7834866666667,33.803345,200.1,4.9,E2,1553520746910.jpg,No / Minor,Less than 100,House(s)
50889695,357083077030414,3/25/2019,2019-03-25T15:33:05.056+02,2019-03-25T15:34:28.294+02,-19.7940483333333,33.7494983333333,237.4,6.1,E1,1553520855957.jpg,No / Minor,Less than 100,House(s)
50889913,357083077030414,3/25/2019,2019-03-25T15:39:21.918+02,2019-03-25T15:40:53.870+02,-19.6594616666667,33.63916,312.8,4.1,F1,1553521239642.jpg,No / Minor,None,None
50890000,357083077030414,3/25/2019,2019-03-25T15:40:58.350+02,2019-03-25T15:43:18.142+02,-19.5951283333333,33.6674183333333,266.1,4.6,F1,1553521383750.jpg,No / Minor,Less than 100,House(s)
50890464,357083077030414,3/25/2019,2019-03-25T15:45:05.578+02,2019-03-25T15:48:04.170+02,-19.4942066666667,33.7167316666667,169.3,4.7,F1,1553521667427.jpg,No / Minor,Less than 100,House(s)
50890580,357083077030414,3/25/2019,2019-03-25T15:48:11.377+02,2019-03-25T15:49:21.214+02,-19.496125,33.756315,316.2,4.9,F2,1553521746534.jpg,No / Minor,Less than 100,None
50890703,357083077030414,3/25/2019,2019-03-25T15:49:39.301+02,2019-03-25T15:50:37.974+02,-19.4973316666667,33.7957116666667,368.5,6.4,F2,1553521822526.jpg,No / Minor,Less than 100,House(s)
50894512,357083077030414,3/25/2019,2019-03-25T15:55:58.493+02,2019-03-25T15:57:05.508+02,-19.5766966666667,33.9788966666667,303.9,4.9,F1,1553522208820.jpg,No / Minor,Less than 100,House(s)
50895059,357083077030414,3/25/2019,2019-03-25T16:00:24.933+02,2019-03-25T16:01:24.887+02,-19.66731,34.0340383333333,295,5,F1,1553522472290.jpg,No / Minor,Less than 100,House(s)
50895109,357083077030414,3/25/2019,2019-03-25T16:01:47.328+02,2019-03-25T16:04:40.774+02,-19.7276733333333,34.0957383333333,270.7,4.8,F1,1553522635025.jpg,No / Minor,None,None
50895656,357083077030414,3/25/2019,2019-03-25T16:08:19.548+02,2019-03-25T16:08:47.849+02,-19.7446133333333,34.2529116666667,-4.5,4.8,E2,NA,No / Minor,Less than 100,School
50901956,357083077030356,3/25/2019,2019-03-25T09:43:46.826+02,2019-03-25T09:46:29.846+02,-20.0082633333333,34.2635783333333,178.4,4.5,D4,1553499977118.jpg,No / Minor,None,None
50902054,357083077030356,3/25/2019,2019-03-25T09:46:36.029+02,2019-03-25T09:51:04.036+02,-20.0370283333333,34.1982566666667,270.7,5.3,D4,1553500253029.jpg,No / Minor,None,None
50902182,357083077030356,3/25/2019,2019-03-25T10:52:46.991+02,2019-03-25T10:55:42.710+02,-20.0788316666667,33.72095,382.5,5.2,D1,1553504131839.jpg,No / Minor,None,None
50902606,357083077030356,3/25/2019,2019-03-25T10:59:23.982+02,2019-03-25T10:59:56.795+02,-20.046535,33.608645,381.8,7.2,D1,1553504386076.jpg,No / Minor,None,None
50902845,357083077030356,3/25/2019,2019-03-25T11:39:01.155+02,2019-03-25T11:41:17.119+02,-19.8885416666667,34.5696216666667,197.7,5.4,D6,1553506859374.jpg,Severe,"Between 1,001 and 5,000",House(s)
50906588,357083077030414,3/25/2019,2019-03-25T15:28:49.948+02,2019-03-25T15:29:39.093+02,-19.76573,33.84058,181.5,5.4,E2,1553520562176.jpg,No / Minor,"Between 101 and 1,000",House(s)
50906603,357083077030414,3/25/2019,2019-03-25T15:43:40.864+02,2019-03-25T15:44:55.232+02,-19.5525566666667,33.6725083333333,339.1,4.9,F1,1553521481831.jpg,No / Minor,None,None
50906618,357083077030414,3/25/2019,2019-03-25T15:51:13.004+02,2019-03-25T15:52:16.365+02,-19.4943583333333,33.842465,395.4,4.6,F1,1553521892857.jpg,No / Minor,Less than 100,School
50906659,357083077030414,3/25/2019,2019-03-25T15:53:36.041+02,2019-03-25T15:54:09.050+02,-19.50979,33.9225366666667,401.2,5,F1,1553522035921.jpg,No / Minor,Less than 100,None
50906700,357083077030414,3/25/2019,2019-03-25T15:55:01.413+02,2019-03-25T15:55:33.090+02,-19.5364333333333,33.9576483333333,396.5,4.9,F1,1553522119060.jpg,No / Minor,Less than 100,House(s)
50906742,357083077030414,3/25/2019,2019-03-25T15:57:13.426+02,2019-03-25T15:58:42.877+02,-19.605175,33.9842666666667,298.3,4.9,F1,1553522287599.jpg,Of concern,None,School
50906779,357083077030414,3/25/2019,2019-03-25T15:58:55.368+02,2019-03-25T16:00:15.890+02,-19.6336733333333,34.0191983333333,298.2,4.8,F1,1553522402842.jpg,Of concern,Less than 100,House(s)
50906810,357083077030414,3/25/2019,2019-03-25T16:04:53.540+02,2019-03-25T16:06:45.373+02,-19.7374233333333,34.18173,280.2,4.5,E4,1553522789319.jpg,No / Minor,Less than 100,None
50906837,357083077030414,3/25/2019,2019-03-25T16:07:12.908+02,2019-03-25T16:08:15.285+02,-19.7348016666667,34.22478,256.5,4.6,E2,1553522870460.jpg,No / Minor,"Between 101 and 1,000",House(s)
50906865,357083077030414,3/25/2019,2019-03-25T16:09:10.016+02,2019-03-25T16:09:57.750+02,-19.7515933333333,34.282755,8.9,4.8,E3,1553522983937.jpg,No / Minor,Less than 100,House(s)
50906896,357083077030414,3/25/2019,2019-03-25T16:10:23.868+02,2019-03-25T16:16:23.085+02,-19.7254016666667,34.4766916666667,96.1,5,E4,1553523359339.jpg,No / Minor,None,Road
50906936,357083077030414,3/25/2019,2019-03-25T16:16:48.118+02,2019-03-25T16:17:44.393+02,-19.7005483333333,34.485345,111.3,6.4,E4,1553523434169.jpg,No / Minor,Less than 100,House(s)
50906946,357083077030414,3/25/2019,2019-03-25T16:17:48.042+02,2019-03-25T16:18:14.438+02,-19.703235,34.49838,125.8,5.1,E4,NA,Of concern,None,Bridge
50916227,357083079604919,3/25/2019,2019-03-25T10:29:54.389+02,2019-03-25T10:32:07.748+02,-19.18651,33.417145,883.4,4.9,I1,1553502654499.jpg,No / Minor,Less than 100,House(s)
50916234,357083079604919,3/25/2019,2019-03-25T10:34:06.669+02,2019-03-25T10:36:57.525+02,-19.37511,33.3093383333333,942,7.8,I1,1553502993404.jpg,No / Minor,"Between 101 and 1,000",House(s)
50916256,357083079604919,3/25/2019,2019-03-25T10:38:13.204+02,2019-03-25T10:39:30.268+02,-19.4740416666667,33.2973116666667,870.6,5,I1,1553503155703.jpg,No / Minor,Less than 100,House(s)
50916276,357083079604919,3/25/2019,2019-03-25T10:40:26.241+02,2019-03-25T10:41:15.759+02,-19.5033766666667,33.2443766666667,954.9,5,I1,1553503247748.jpg,No / Minor,Less than 100,House(s)
50916297,357083079604919,3/25/2019,2019-03-25T10:42:46.509+02,2019-03-25T10:43:34.974+02,-19.5170816666667,33.1541866666667,1000,4.9,I1,1553503390028.jpg,No / Minor,"Between 101 and 1,000",House(s)
50916324,357083079604919,3/25/2019,2019-03-25T10:43:54.543+02,2019-03-25T10:44:48.238+02,-19.5338566666667,33.118735,1021.4,4.8,I1,1553503454991.jpg,Of concern,"Between 101 and 1,000",House(s)
50916330,357083077029945,3/25/2019,2019-03-25T10:30:49.977+02,2019-03-25T10:32:22.799+02,-19.2135066666667,33.4086283333333,923.1,4.8,A1,1553502717187.jpg,No / Minor,None,None
50916334,357083079604919,3/25/2019,2019-03-25T10:44:52.503+02,2019-03-25T10:45:26.755+02,-19.5471916666667,33.0849,1036.9,5.6,I1,1553503510866.jpg,Of concern,Less than 100,House(s)
50916337,357083077029945,3/25/2019,2019-03-25T10:32:25.889+02,2019-03-25T10:55:28.944+02,-19.5350416666667,32.755365,1412.3,3.4,A1,1553504067328.jpg,No / Minor,Less than 100,House(s)
50916340,357083079604919,3/25/2019,2019-03-25T10:45:57.439+02,2019-03-25T10:46:45.505+02,-19.54253,33.0470916666667,1046.2,4.9,I1,1553503585228.jpg,No / Minor,Less than 100,Road
50916341,357083077029945,3/25/2019,2019-03-25T10:55:33.505+02,2019-03-25T10:56:31.895+02,-19.5245316666667,32.6835883333333,1258.6,3.1,A1,1553504173727.jpg,No / Minor,Less than 100,House(s)
50916345,357083079604919,3/25/2019,2019-03-25T10:47:30.601+02,2019-03-25T10:48:11.762+02,-19.5282533333333,32.9898,1093.1,4.8,I1,1553503675690.jpg,No / Minor,Less than 100,Road
50916348,357083077029945,3/25/2019,2019-03-25T10:56:35.969+02,2019-03-25T10:58:33.448+02,-19.5212233333333,32.6118016666667,1082.8,3.3,A1,1553504296162.jpg,Serious,None,Bridge
50916352,357083079604919,3/25/2019,2019-03-25T10:49:13.202+02,2019-03-25T10:50:23.022+02,-19.5256283333333,32.9232716666667,1155.9,5,I1,1553503783066.jpg,Of concern,Less than 100,Road
50916355,357083077029945,3/25/2019,2019-03-25T10:59:30.314+02,2019-03-25T10:59:59.486+02,-19.5067616666667,32.5501533333333,969.3,3.4,A1,1553504385238.jpg,Serious,None,Bridge
50916358,357083079604919,3/25/2019,2019-03-25T10:50:51.722+02,2019-03-25T10:51:33.269+02,-19.5417716666667,32.8727466666667,1377.7,4.9,I1,1553503877206.jpg,No / Minor,None,None
50916361,357083077029945,3/25/2019,2019-03-25T11:00:17.465+02,2019-03-25T15:55:00.472+02,-18.5582966666667,33.0319683333333,1112.6,5.3,A1,1553522078710.jpg,No / Minor,None,None
50916370,357083079604919,3/25/2019,2019-03-25T10:52:06.239+02,2019-03-25T10:52:39.128+02,-19.5375983333333,32.82889,1440.2,6,I1,1553503944819.jpg,Of concern,Less than 100,Bridge
50916381,357083077029945,3/25/2019,2019-03-25T16:00:12.553+02,2019-03-25T16:00:46.308+02,-18.4034916666667,32.9325733333333,968.5,2.8,A1,1553522428141.jpg,No / Minor,None,None
50916382,357083079604919,3/25/2019,2019-03-25T10:53:03.443+02,2019-03-25T10:53:36.787+02,-19.53801,32.7933416666667,1422,4.8,I1,1553504002114.jpg,Serious,Less than 100,Bridge
50916385,357083077029945,3/25/2019,2019-03-25T16:02:07.449+02,2019-03-25T16:06:47.403+02,-18.4179883333333,32.9493383333333,1015.4,2.6,A1,1553522792272.jpg,No / Minor,None,None
50916389,357083079604919,3/25/2019,2019-03-25T10:53:45.837+02,2019-03-25T10:54:31.245+02,-19.5367983333333,32.7646533333333,1445.7,4.7,I1,1553504048959.jpg,Serious,"Between 101 and 1,000",Building
50916397,357083077029945,3/25/2019,2019-03-25T16:08:14.140+02,2019-03-25T16:10:08.548+02,-18.49409,32.8970683333333,1141.8,2.8,A1,1553522990024.jpg,No / Minor,Less than 100,House(s)
50916398,357083079604919,3/25/2019,2019-03-25T10:55:09.148+02,2019-03-25T10:56:03.211+02,-19.52941,32.7066116666667,1278,5,I1,1553504140684.jpg,Of concern,Less than 100,Road
50916403,357083079604919,3/25/2019,2019-03-25T10:56:56.253+02,2019-03-25T10:57:46.041+02,-19.528915,32.6427816666667,1254.5,5,I1,1553504249021.jpg,Serious,None,Bridge
50916410,357083077029945,3/25/2019,2019-03-25T16:17:43.657+02,2019-03-25T16:22:10.854+02,-18.798155,32.8604466666667,1126.9,2.6,A1,1553523712240.jpg,No / Minor,Less than 100,House(s)
50916437,357083079604919,3/25/2019,2019-03-25T10:57:55.250+02,2019-03-25T10:58:26.556+02,-19.5245933333333,32.6038166666667,1035.6,4.9,I1,1553504295739.jpg,Severe,None,Bridge
50916456,357083077029945,3/25/2019,2019-03-25T16:26:19.354+02,2019-03-25T16:27:23.491+02,-18.9039383333333,32.903565,1092.8,2.6,A1,1553524002822.jpg,No / Minor,"Between 1,001 and 5,000",House(s)
50916502,357083079604919,3/25/2019,2019-03-25T10:59:51.529+02,2019-03-25T11:00:38.170+02,-19.5065416666667,32.53246,988.1,9.2,I1,1553504416646.jpg,No / Minor,"Between 1,001 and 5,000",House(s)
50916510,357083077029945,3/25/2019,2019-03-25T16:36:39.945+02,2019-03-25T16:39:08.085+02,-19.0127066666667,33.114125,1001.3,2.3,A1,1553524734652.jpg,No / Minor,None,Road
50916541,357083077029945,3/25/2019,2019-03-25T16:42:34.790+02,2019-03-25T16:43:00.009+02,-18.8789016666667,33.1021666666667,1022.3,2.5,A1,1553524968699.jpg,No / Minor,Less than 100,House(s)
50916544,357083079604919,3/25/2019,2019-03-25T11:00:46.159+02,2019-03-25T11:01:49.101+02,-19.5385633333333,32.516245,978.7,4.6,I1,1553504468796.jpg,No / Minor,"Between 1,001 and 5,000",Building
50916561,357083077029945,3/25/2019,2019-03-25T16:45:42.068+02,2019-03-25T16:49:51.759+02,-18.81763,33.186315,1001.4,2.7,A1,1553525376645.jpg,No / Minor,None,Other type of infrastructure
50916572,357083079604919,3/25/2019,2019-03-25T11:02:45.526+02,2019-03-25T11:03:27.980+02,-19.6031166666667,32.488685,837.9,4.8,I1,1553504584440.jpg,No / Minor,"Between 101 and 1,000",House(s)
50916586,357083077029945,3/25/2019,2019-03-25T16:50:51.663+02,2019-03-25T16:51:20.039+02,-18.85168,33.2239733333333,1070.9,2.5,A1,1553525467450.jpg,No / Minor,Less than 100,House(s)
50916590,357083079604919,3/25/2019,2019-03-25T11:03:42.569+02,2019-03-25T11:04:27.777+02,-19.6255766666667,32.4633983333333,837.2,5,I1,1553504638743.jpg,Of concern,"Between 101 and 1,000",Road
50916604,357083077029945,3/25/2019,2019-03-25T16:53:39.373+02,2019-03-25T16:54:13.426+02,-18.924875,33.2857383333333,963.4,2.7,A1,1553525637289.jpg,No / Minor,Less than 100,House(s)
50916616,357083079604919,3/25/2019,2019-03-25T11:05:12.896+02,2019-03-25T11:07:01.487+02,-19.653615,32.423275,845.6,4.8,I1,1553504779091.jpg,Serious,"Between 101 and 1,000",House(s)
50916637,357083077029945,3/25/2019,2019-03-25T16:58:51.752+02,2019-03-25T16:59:22.065+02,-19.06876,33.3832233333333,978.1,2.8,A1,1553525946140.jpg,No / Minor,"Between 101 and 1,000",House(s)
50916647,357083079604919,3/25/2019,2019-03-25T11:08:47.736+02,2019-03-25T11:09:54.768+02,-19.6842883333333,32.5289083333333,1320.4,4.9,I1,1553504974934.jpg,No / Minor,Less than 100,House(s)
50916672,357083079604919,3/25/2019,2019-03-25T11:11:32.007+02,2019-03-25T11:12:14.081+02,-19.6201033333333,32.6151716666667,1638.6,4.8,I1,1553505118560.jpg,No / Minor,Less than 100,House(s)
50916683,357083079604919,3/25/2019,2019-03-25T11:13:18.264+02,2019-03-25T11:14:01.779+02,-19.5984716666667,32.6804083333333,1821.2,5,I1,1553505216392.jpg,Of concern,"Between 1,001 and 5,000",House(s)
50916698,357083079604919,3/25/2019,2019-03-25T11:17:13.502+02,2019-03-25T11:18:13.911+02,-19.5308683333333,32.84768,2111,4.5,I1,1553505477934.jpg,Of concern,Less than 100,Building
50916713,357083077024201,3/25/2019,2019-03-25T15:11:28.655+02,2019-03-25T15:12:55.474+02,-19.1479816666667,33.4266133333333,686.1,4.2,I1,1553519526558.jpg,No / Minor,None,Airport / Airfield / Landing strip
50916723,357083079604919,3/25/2019,2019-03-25T11:24:08.222+02,2019-03-25T11:24:54.580+02,-19.3573066666667,33.0967583333333,1761.6,4.9,I1,1553505871093.jpg,No / Minor,"Between 101 and 1,000",House(s)
50916734,357083077024201,3/25/2019,2019-03-25T15:47:00.333+02,2019-03-25T15:54:30.627+02,-18.5741633333333,33.0411783333333,1115.2,5,I1,1553522039941.jpg,No / Minor,Less than 100,Spontaneous sttlement
50916742,357083079604919,3/25/2019,2019-03-25T15:34:05.343+02,2019-03-25T15:35:08.286+02,-19.1236066666667,33.4026066666667,885.4,5,I1,1553520875296.jpg,No / Minor,Less than 100,Building
50916760,357083077024201,3/25/2019,2019-03-25T15:54:39.249+02,2019-03-25T15:58:32.138+02,-18.4574283333333,32.9714966666667,1029.6,4.7,INA,1553522263501.jpg,No / Minor,"Between 101 and 1,000",Road
50916763,357083079604919,3/25/2019,2019-03-25T15:37:26.892+02,2019-03-25T15:38:23.220+02,-19.02655,33.340975,882.9,4.1,I1,1553521071904.jpg,No / Minor,Less than 100,House(s)
50916768,357083077024201,3/25/2019,2019-03-25T15:58:35.660+02,2019-03-25T16:03:55.024+02,-18.3492416666667,32.9663466666667,902.1,5,I1,1553522569255.jpg,No / Minor,Less than 100,Other type of infrastructure
50916782,357083079604919,3/25/2019,2019-03-25T15:38:34.297+02,2019-03-25T15:39:45.265+02,-18.9892716666667,33.318845,915.1,5,I1,1553521152327.jpg,Of concern,Less than 100,House(s)
50916790,357083077024201,3/25/2019,2019-03-25T16:04:01.176+02,2019-03-25T16:10:43.199+02,-18.5056416666667,32.9013766666667,1103.3,4.9,I1,1553523020007.jpg,No / Minor,Less than 100,Other type of infrastructure
50916808,357083079604919,3/25/2019,2019-03-25T15:40:25.836+02,2019-03-25T15:41:14.368+02,-18.93843,33.2903333333333,949.6,4.9,I1,1553521257889.jpg,Of concern,"Between 1,001 and 5,000",House(s)
50916811,357083077024201,3/25/2019,2019-03-25T16:19:55.549+02,2019-03-25T16:22:46.368+02,-18.8091883333333,32.85034,1154.2,4.3,I1,1553523748888.jpg,No / Minor,Less than 100,Spontaneous sttlement
50916854,357083079604919,3/25/2019,2019-03-25T15:42:20.968+02,2019-03-25T15:43:00.380+02,-18.8832683333333,33.2559066666667,947.4,4.7,I1,1553521362621.jpg,Of concern,"Between 101 and 1,000",House(s)
50916884,357083079604919,3/25/2019,2019-03-25T15:44:30.987+02,2019-03-25T15:45:12.139+02,-18.8263183333333,33.21192,1088.8,5,I1,1553521492099.jpg,Of concern,Less than 100,House(s)
50916890,357083077024201,3/25/2019,2019-03-25T16:22:52.170+02,2019-03-25T16:27:27.768+02,-18.91412,32.91172,1064.6,4.7,I1,1553524015040.jpg,No / Minor,"Between 101 and 1,000",House(s)
50916913,357083079604919,3/25/2019,2019-03-25T15:49:26.989+02,2019-03-25T15:50:20.231+02,-18.68179,33.1085366666667,1017.2,5,I1,1553521805144.jpg,No / Minor,Less than 100,House(s)
50916918,357083077024201,3/25/2019,2019-03-25T16:27:33.936+02,2019-03-25T16:29:20.719+02,-18.9605416666667,32.9587666666667,1066.7,4.5,I1,1553524143522.jpg,No / Minor,Less than 100,Road
50916941,357083079604919,3/25/2019,2019-03-25T15:50:58.780+02,2019-03-25T15:51:45.696+02,-18.6419983333333,33.081865,1065.6,5,I1,1553521882480.jpg,No / Minor,None,None
50916943,357083077024201,3/25/2019,2019-03-25T16:29:28.900+02,2019-03-25T16:35:45.009+02,-19.0332933333333,33.04566,941.5,5,I1,1553524383288.jpg,Of concern,"Between 101 and 1,000",Other type of infrastructure
50916952,357083079604919,3/25/2019,2019-03-25T15:52:49.637+02,2019-03-25T15:53:34.281+02,-18.58924,33.04982,1102.6,5,I1,1553522002302.jpg,No / Minor,Less than 100,None
50916955,357083077024201,3/25/2019,2019-03-25T16:46:16.803+02,2019-03-25T16:46:59.321+02,-18.7548183333333,33.11187,1022.2,4.5,I1,1553525202726.jpg,No / Minor,Less than 100,None
50916967,357083079604919,3/25/2019,2019-03-25T15:54:11.949+02,2019-03-25T15:55:02.783+02,-18.55031,33.0275233333333,1085.4,4.9,I1,1553522084914.jpg,Of concern,Less than 100,None
50916971,357083077024201,3/25/2019,2019-03-25T16:47:07.509+02,2019-03-25T16:49:53.289+02,-18.8160866666667,33.184715,1005.5,5,I1,1553525367157.jpg,No / Minor,Less than 100,Other type of infrastructure
50916978,357083079604919,3/25/2019,2019-03-25T15:55:30.530+02,2019-03-25T15:56:22.702+02,-18.510675,33.004355,996,4.8,I1,1553522155752.jpg,No / Minor,Less than 100,House(s)
50916983,357083077024201,3/25/2019,2019-03-25T16:49:56.866+02,2019-03-25T16:57:37.247+02,-19.0213983333333,33.35137,996.7,5,I1,1553525840070.jpg,No / Minor,Less than 100,None
50917004,357083079604919,3/25/2019,2019-03-25T15:57:23.543+02,2019-03-25T15:58:03.779+02,-18.45444,32.9693166666667,1072.6,4.8,I1,1553522268558.jpg,No / Minor,Less than 100,House(s)
50917018,357083079604919,3/25/2019,2019-03-25T15:58:25.565+02,2019-03-25T15:59:05.037+02,-18.42918,32.95298,1096.1,4.4,I1,1553522328218.jpg,No / Minor,"Between 101 and 1,000",House(s)
50917024,357083079604919,3/25/2019,2019-03-25T16:00:21.850+02,2019-03-25T16:01:10.002+02,-18.3958483333333,32.9341166666667,915,4.5,I1,1553522457830.jpg,No / Minor,Less than 100,None
50917068,357083079604919,3/25/2019,2019-03-25T16:01:27.398+02,2019-03-25T16:01:58.798+02,-18.3717416666667,32.949735,922.4,5,I1,1553522508271.jpg,No / Minor,"Between 101 and 1,000",None
50917109,357083079604919,3/25/2019,2019-03-25T16:02:40.399+02,2019-03-25T16:03:31.568+02,-18.3417133333333,32.971665,897.2,5,I1,1553522585061.jpg,No / Minor,"Between 101 and 1,000",None
50917118,357083079604919,3/25/2019,2019-03-25T16:03:50.040+02,2019-03-25T16:04:35.349+02,-18.368625,32.9697116666667,937.3,4.3,I1,1553522663079.jpg,No / Minor,Less than 100,Road
50917122,357083079604919,3/25/2019,2019-03-25T16:05:03.226+02,2019-03-25T16:05:36.756+02,-18.3968266666667,32.9582233333333,977.2,4.8,I1,1553522723195.jpg,No / Minor,Less than 100,House(s)
50917130,357083079604919,3/25/2019,2019-03-25T16:05:51.550+02,2019-03-25T16:06:41.854+02,-18.4231166666667,32.947395,1020.5,4.8,I1,1553522775185.jpg,No / Minor,Less than 100,None
50917145,357083079604919,3/25/2019,2019-03-25T16:06:55.363+02,2019-03-25T16:07:28.516+02,-18.454705,32.9347033333333,1066,4.9,I1,1553522833133.jpg,No / Minor,"Between 101 and 1,000",None
